Specie 	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	S_guild	MEBS_S	MEBS_CH4	MEBS_N	MEBS_O	MEBS_Fe	ROC_Fe	ROC_CH4	ROC_O	ROC_N	ROC_S	CAT_N	CAT_O	CAT_M	Cat_Fe
Peptoniphilus sp. ING2-D1G	 Bacteria	 Firmicutes	 Tissierellia	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus	NS	0.26	0.662	6.487	-0.13	1.224	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	0.733	0.66	6.487	1.997	0.318	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bifidobacterium dentium Bd1	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	0.728	0.66	5.115	1.997	0.2	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus schleiferi	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	0.133	0.653	15.044	2.9	2.152	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pediococcus pentosaceus ATCC 25745	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Pediococcus	NS	-1.099	0.643	2.693	0.901	-0.134	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudoalteromonas sp. OCN003	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	NS	-1.047	0.634	14.261	4.108	6.395	ND	ND	ND	ND	NS	ND	ND	ND	ND
Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Blattabacteriaceae	 Blattabacterium	NS	0.601	0.633	5.7	2.366	2.938	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacillus subtilis subsp. subtilis str. 168	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	2.289	0.629	22.176	4.478	3.391	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacillus velezensis FZB42	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	2.433	0.629	22.118	4.478	3.64	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacillus sp. SDLI1	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	2.017	0.629	21.767	4.478	3.391	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacillus amyloliquefaciens TA208	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	2.08	0.629	21.449	4.478	3.64	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium marinum DSM 44953	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-0.415	0.627	15.915	5.415	2.35	ND	ND	ND	ND	NS	ND	ND	ND	ND
Lactobacillus johnsonii NCC 533	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	-1.351	0.622	4.125	0.969	-0.305	ND	ND	ND	ND	NS	ND	ND	ND	ND
Lactobacillus gasseri ATCC 33323 = JCM 1131	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	-1.272	0.622	4.018	0.969	-0.276	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus pseudintermedius HKU10-03	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	0.881	0.62	16.995	3.525	2.032	ND	ND	ND	ND	NS	ND	ND	ND	ND
Buchnera aphidicola BCc	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Buchnera	NS	1.584	0.611	6.819	2.116	1.051	ND	ND	ND	ND	NS	ND	ND	ND	ND
Gardnerella vaginalis 409-05	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	0	NS	0.857	0.607	3.397	1.222	0.051	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus capitis subsp. capitis	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	1.504	0.604	14.733	3.506	1.498	ND	ND	ND	ND	NS	ND	ND	ND	ND
Lactobacillus sp. wkB8	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	-1.417	0.598	3.766	0.706	-0.276	ND	ND	ND	ND	NS	ND	ND	ND	ND
Prevotella denticola F0289	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	NS	0.368	0.592	9.945	-0.118	3.669	ND	ND	ND	ND	NS	ND	ND	ND	ND
Lactobacillus koreensis	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	0.107	0.59	5.056	-0.174	-0.434	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bartonella vinsonii subsp. berkhoffii str. Winnie	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	-0.276	0.569	11.212	1.974	2.665	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bartonella tribocorum CIP 105476	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	-0.072	0.569	10.951	1.974	4.287	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bartonella australis Aust/NH1	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	0.071	0.569	9.876	1.974	1.873	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bartonella clarridgeiae 73	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	0.152	0.569	9.747	1.974	1.483	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bartonella bacilliformis KC583	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	0.103	0.569	9.627	1.974	1.582	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bartonella ancashensis	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	0.146	0.569	8.82	1.974	1.404	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	0.107	0.566	6.461	2.417	1.031	ND	ND	ND	ND	NS	ND	ND	ND	ND
Weissella cibaria	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Weissella	NS	-1.278	0.56	4.296	1.045	-0.027	ND	ND	ND	ND	NS	ND	ND	ND	ND
Olsenella sp. oral taxon 807	 Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Olsenella	NS	-0.147	0.555	6.46	1.223	1.476	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bifidobacterium asteroides PRL2011	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	0.957	0.548	5.732	1.853	0.2	ND	ND	ND	ND	NS	ND	ND	ND	ND
Anaerococcus prevotii DSM 20548	 Bacteria	 Firmicutes	 Tissierellia	 Tissierellales	 Peptoniphilaceae	 Anaerococcus	NS	0.943	0.548	9.724	-0.725	2.032	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptobacillus moniliformis DSM 12112	 Bacteria	 Fusobacteria	 Fusobacteriales	 Leptotrichiaceae	 Streptobacillus	0	NS	-0.439	0.539	2.162	0.454	0.076	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bifidobacterium scardovii JCM 12489 = DSM 13734	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	0.272	0.537	7.066	2.251	0.391	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bdellovibrio exovorus JSS	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	NS	-0.272	0.526	13.419	2.303	3.793	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus lutetiensis 033	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-0.863	0.525	4.849	2.157	0.967	ND	ND	ND	ND	NS	ND	ND	ND	ND
Micavibrio aeruginosavorus EPB	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Micavibrio	0	0	NS	-0.373	0.525	12.827	1.468	3.818	ND	ND	ND	ND	NS	ND	ND	ND	ND
Brachybacterium faecium DSM 4810	 Bacteria	 Actinobacteria	 Micrococcales	 Dermabacteraceae	 Brachybacterium	0	NS	0.546	0.52	18.302	4.274	2.541	ND	ND	ND	ND	NS	ND	ND	ND	ND
Hymenobacter sp. DG25B	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	NS	0.019	0.516	19.467	2.679	4.634	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus pasteurianus ATCC 43144	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.2	0.514	4.943	2.251	0.967	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bifidobacterium actinocoloniiforme DSM 22766	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	0.743	0.513	3.961	1.096	1.149	ND	ND	ND	ND	NS	ND	ND	ND	ND
Weeksella virosa DSM 16922	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Weeksella	NS	-0.566	0.511	12.826	1.704	2.737	ND	ND	ND	ND	NS	ND	ND	ND	ND
Arthrobacter sp. ATCC 21022	 Bacteria	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Arthrobacter	0	NS	-2.354	0.508	22.233	4.573	2.391	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus halotolerans	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.313	0.508	2.143	0.546	-0.254	ND	ND	ND	ND	NS	ND	ND	ND	ND
Muricauda lutaonensis	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Muricauda	NS	-1.224	0.492	15.99	3.716	3.515	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus suis GZ1	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.262	0.492	4.544	1.179	0.967	ND	ND	ND	ND	NS	ND	ND	ND	ND
Treponema sp. OMZ 838	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Treponema	0	NS	0.183	0.492	6.952	-0.709	0.474	ND	ND	ND	ND	NS	ND	ND	ND	ND
Carnobacterium maltaromaticum LMA28	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Carnobacteriaceae	 Carnobacterium	NS	-0.619	0.488	7.492	1.469	0.838	ND	ND	ND	ND	NS	ND	ND	ND	ND
Altererythrobacter marensis	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Altererythrobacter	NS	-2.237	0.472	19.091	3.326	4.377	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pediococcus damnosus	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Pediococcus	NS	-0.675	0.464	2.335	0.846	-0.014	ND	ND	ND	ND	NS	ND	ND	ND	ND
Blattabacterium sp. (Blaberus giganteus)	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Blattabacteriaceae	 Blattabacterium	NS	0.619	0.463	5.769	1.959	2.938	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus oralis Uo5	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.813	0.462	4.696	1.219	0.834	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Babela massiliensis	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Candidatus Babela	0	0	NS	1.921	0.459	0.81	0.329	0.267	ND	ND	ND	ND	NS	ND	ND	ND	ND
Legionella fallonii LLAP-10	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	NS	-1.432	0.449	16.22	2.192	6.093	ND	ND	ND	ND	NS	ND	ND	ND	ND
Chryseobacterium sp. StRB126	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Chryseobacterium	NS	-0.746	0.447	17.27	2.588	2.21	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus gallolyticus UCN34	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.219	0.437	5.152	2.157	0.967	ND	ND	ND	ND	NS	ND	ND	ND	ND
Aerococcus christensenii	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Aerococcaceae	 Aerococcus	NS	-1.778	0.426	2.288	0.64	0.118	ND	ND	ND	ND	NS	ND	ND	ND	ND
Rothia mucilaginosa	 Bacteria	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Rothia	0	NS	0.261	0.424	11.228	2.974	1.077	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudoalteromonas phenolica	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	NS	-1.294	0.423	15.657	4.779	4.308	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycobacterium leprae Br4923	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	-2.562	0.42	11.466	3.616	3.045	ND	ND	ND	ND	NS	ND	ND	ND	ND
Blattabacterium sp. (Periplaneta americana) str. BPLAN	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Blattabacteriaceae	 Blattabacterium	NS	0.755	0.42	6.225	1.959	2.938	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bartonella grahamii as4aup	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	-0.349	0.419	11.255	1.934	4.287	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium falsenii DSM 44353	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-2.716	0.418	15.075	4.579	3.282	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus agalactiae 2603V/R	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.895	0.41	4.266	0.916	1.173	ND	ND	ND	ND	NS	ND	ND	ND	ND
Melissococcus plutonius DAT561	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Melissococcus	NS	-0.608	0.408	3.225	1.428	0.775	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium doosanense CAU 212 = DSM 45436	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	0.119	0.407	16.884	5.456	2.583	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus xylosus	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	1.559	0.399	16.747	3.52	1.99	ND	ND	ND	ND	NS	ND	ND	ND	ND
Oenococcus kitaharae DSM 17330	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Oenococcus	NS	-1.383	0.399	4.035	1.277	0.267	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Liberibacter africanus PTSAPSY	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Candidatus Liberibacter	NS	0.135	0.386	8.54	1.934	0.665	ND	ND	ND	ND	NS	ND	ND	ND	ND
Flavobacterium columnare	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	NS	0.561	0.383	15.63	3.166	3.502	ND	ND	ND	ND	NS	ND	ND	ND	ND
Cellulophaga algicola DSM 14237	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Cellulophaga	NS	-0.615	0.377	17.63	4.558	4.764	ND	ND	ND	ND	NS	ND	ND	ND	ND
Dichelobacter nodosus VCS1703A	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cardiobacteriales	 Cardiobacteriaceae	 Dichelobacter	NS	-1.395	0.377	4.656	0.548	1.067	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus equorum	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	1.993	0.373	15.907	3.663	1.99	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium urealyticum DSM 7109	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-0.384	0.368	14.768	3.891	3.306	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus equi subsp. zooepidemicus MGCS10565	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.257	0.363	3.25	0.626	0.325	ND	ND	ND	ND	NS	ND	ND	ND	ND
Weissella koreensis KACC 15510	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Weissella	NS	-0.796	0.357	2.489	0.669	-0.666	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium maris DSM 45190	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	0.088	0.356	18.715	4.423	2.451	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus argenteus	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	-0.42	0.355	15.805	3.458	2.428	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus lugdunensis HKU09-01	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	1.712	0.355	15.596	3.458	1.889	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus aureus RF122	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	-0.067	0.355	15.536	3.458	2.428	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus mitis B6	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.178	0.355	3.969	1.085	0.076	ND	ND	ND	ND	NS	ND	ND	ND	ND
Paenarthrobacter aurescens TC1	 Bacteria	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Paenarthrobacter	0	NS	-2.331	0.347	25.454	4.573	2.451	ND	ND	ND	ND	NS	ND	ND	ND	ND
Pseudoalteromonas rubra	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	NS	-1.239	0.339	16.984	4.779	4.74	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium glyciniphilum AJ 3170	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-3.358	0.322	19.065	4.218	2.184	ND	ND	ND	ND	NS	ND	ND	ND	ND
Filifactor alocis ATCC 35896	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Filifactor	NS	0.412	0.314	5.777	-0.166	1.164	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium epidermidicanis	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-1.154	0.292	13.357	4.493	3.324	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Cloacimonas acidaminovorans str. Evry	 Bacteria	 Cloacimonetes	 Candidatus Cloacimonas	0	0	0	NS	1.396	0.292	8.031	-0.355	1.056	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bacillus atrophaeus 1942	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	2.348	0.288	20.576	4.64	3.492	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium mustelae	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-1.118	0.283	13.765	3.549	3.334	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium camporealensis	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-1.101	0.282	12.834	3.76	3.033	ND	ND	ND	ND	NS	ND	ND	ND	ND
Legionella hackeliae	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	NS	-1.304	0.281	15.644	2.817	5.229	ND	ND	ND	ND	NS	ND	ND	ND	ND
Coriobacterium glomerans PW2	 Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Coriobacterium	NS	1.605	0.279	5.258	0.476	1.093	ND	ND	ND	ND	NS	ND	ND	ND	ND
Candidatus Liberibacter solanacearum CLso-ZC1	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Candidatus Liberibacter	NS	0.135	0.273	9.235	1.934	0.665	ND	ND	ND	ND	NS	ND	ND	ND	ND
Corynebacterium variabile DSM 44702	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	-2.568	0.272	18.818	4.223	2.284	ND	ND	ND	ND	NS	ND	ND	ND	ND
Lactobacillus sanfranciscensis TMW 1.1304	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	-1.218	0.269	2.765	0.81	0.105	ND	ND	ND	ND	NS	ND	ND	ND	ND
Lactobacillus curvatus	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	-1.29	0.269	3.594	0.733	-0.134	ND	ND	ND	ND	NS	ND	ND	ND	ND
Enterococcus durans	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	NS	-0.194	0.257	5.806	1.433	0.337	ND	ND	ND	ND	NS	ND	ND	ND	ND
Streptococcus mutans UA159	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	-1.379	0.249	5.59	1.931	0.92	ND	ND	ND	ND	NS	ND	ND	ND	ND
Staphylococcus warneri SG1	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	1.857	0.24	15.869	3.711	2.119	ND	ND	ND	ND	NS	ND	ND	ND	ND
Erysipelothrix rhusiopathiae str. Fujisawa	 Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Erysipelothrix	NS	-0.973	0.236	2.374	0.455	0.051	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycoplasma wenyonii str. Massachusetts	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	-0.159	0.235	0.328	0.201	-0.161	ND	ND	ND	ND	NS	ND	ND	ND	ND
Leuconostoc gelidum subsp. gasicomitatum LMG 18811	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	NS	-0.862	0.233	3.799	0.995	0.076	ND	ND	ND	ND	NS	ND	ND	ND	ND
Leuconostoc carnosum JB16	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	NS	-0.783	0.233	3.168	0.995	0.076	ND	ND	ND	ND	NS	ND	ND	ND	ND
Liberibacter crescens BT-1	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Candidatus Liberibacter	NS	0.388	0.231	11.336	2.7	0.772	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycoplasma haemofelis Ohio2	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	-0.176	0.176	0.278	0.194	0.059	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycoplasma haemocanis str. Illinois	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	-0.176	0.176	0.254	0.194	0.059	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycoplasma ovis str. Michigan	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	-0.159	0.176	0.236	0.194	-0.043	ND	ND	ND	ND	NS	ND	ND	ND	ND
Bifidobacterium indicum LMG 11587 = DSM 20214	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	0.737	0.17	5.215	2.215	0.2	ND	ND	ND	ND	NS	ND	ND	ND	ND
Enterococcus mundtii QU 25	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	NS	-0.045	0.17	6.537	1.525	0.153	ND	ND	ND	ND	NS	ND	ND	ND	ND
Mycoplasma canis	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	-0.823	0.17	0.91	0.01	-0.063	ND	ND	ND	ND	NS	ND	ND	ND	ND
Trueperella pyogenes	 Bacteria	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Trueperella	0	NS	-0.071	0.169	10.639	-0.129	0.739	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sphaerochaeta coccoides DSM 17374	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Sphaerochaeta	0	NS	0.192	0.163	7.266	2.052	1.156	ND	ND	ND	ND	NS	ND	ND	ND	ND
Leuconostoc kimchii IMSNU 11154	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	NS	-1.467	0.163	4.424	1.179	0.076	ND	ND	ND	ND	NS	ND	ND	ND	ND
Tetragenococcus halophilus NBRC 12172	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Tetragenococcus	NS	0.315	0.162	6.401	1.655	0.766	ND	ND	ND	ND	NS	ND	ND	ND	ND
Sneathia amnii	 Bacteria	 Fusobacteria	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	0	NS	-0.031	0.155	1.907	0.201	0.076	ND	ND	ND	ND	NS	ND	ND	ND	ND
Rickettsia australis str. Cutlack	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsieae	NS	0.618	0.152	8.942	1.609	4.329	ND	ND	ND	ND	NS	ND	ND	ND	ND
